1,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
15,7,1.0,0
2,1,1.0,0
4,1,1.0,0
6,0,1.0,0
0,0,1.0,0
2,1,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
4,0,1.0,0
2,0,1.0,0
2,0,1.0,0
0,0,1.0,0
2,0,1.0,0
0,0,1.0,0
2,0,1.0,0
2,0,1.0,0
2,0,1.0,0
0,0,1.0,0
4,0,1.0,0
6,0,1.0,0
2,0,1.0,0
0,0,1.0,0
2,0,1.0,0
4,0,1.0,0
2,0,1.0,0
0,0,1.0,0
2,0,1.0,0
0,0,1.0,0
2,0,1.0,0
2,0,1.0,0
2,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
2,0,1.0,0
4,0,1.0,0
2,0,1.0,0
2,0,1.0,0
0,0,1.0,0
0,0,1.0,0
84,83,0.0,1
97,97,0.0,1
96,96,0.0,1
42,42,0.0,1
78,78,0.0,1
78,78,0.0,1
79,79,0.0,1
78,78,0.0,1
78,78,0.0,1
78,78,0.0,1
78,78,0.0,1
78,78,0.0,1
79,79,0.0,1
78,78,0.0,1
78,78,0.0,1
78,78,0.0,1
41,41,0.0,1
62,62,0.0,1
64,64,0.0,1
64,64,0.0,1
66,66,0.0,1
64,64,0.0,1
66,66,0.0,1
62,62,0.0,1
66,66,0.0,1
65,65,0.0,1
66,66,0.0,1
65,65,0.0,1
66,66,0.0,1
65,65,0.0,1
65,65,0.0,1
66,66,0.0,1
32,32,0.0,1
56,56,0.0,1
57,57,0.0,1
56,56,0.0,1
56,56,0.0,1
56,56,0.0,1
56,56,0.0,1
57,57,0.0,1
56,56,0.0,1
57,57,0.0,1
56,56,0.0,1
56,56,0.0,1
57,57,0.0,1
56,56,0.0,1
56,56,0.0,1
57,57,0.0,1
56,56,0.0,1
57,57,0.0,1
38,38,0.0,1
39,39,0.0,1
49,49,0.0,1
50,50,0.0,1
49,49,0.0,1
49,49,0.0,1
49,49,0.0,1
49,49,0.0,1
49,49,0.0,1
48,48,0.0,1
49,49,0.0,1
49,49,0.0,1
49,49,0.0,1
49,49,0.0,1
49,49,0.0,1
49,49,0.0,1
49,49,0.0,1
49,49,0.0,1
49,49,0.0,1
49,49,0.0,1
49,49,0.0,1
30,30,0.0,1
6,6,0.0,1
